Mes y año	Comarca código	Comarca nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Marzo 2016	16	Valdejalón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	233
Marzo 2016	16	Valdejalón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	27
Marzo 2016	16	Valdejalón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	111
Marzo 2016	17	Central	Españoles	ESPAÑA	Españoles	Españoles	Hombres	18761
Marzo 2016	17	Central	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1940
Marzo 2016	17	Central	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	233
Marzo 2016	17	Central	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	9
Marzo 2016	17	Central	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	3604
Marzo 2016	17	Central	No consta	No consta		No consta	Hombres	2
Marzo 2016	17	Central	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	25021
Marzo 2016	17	Central	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1880
Marzo 2016	17	Central	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	269
Marzo 2016	17	Central	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	5
Marzo 2016	17	Central	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	3302
Marzo 2016	18	Ribera Baja del Ebro	Españoles	ESPAÑA	Españoles	Españoles	Hombres	225
Marzo 2016	18	Ribera Baja del Ebro	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	7
Marzo 2016	18	Ribera Baja del Ebro	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Marzo 2016	18	Ribera Baja del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	27
Marzo 2016	18	Ribera Baja del Ebro	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	287
Marzo 2016	18	Ribera Baja del Ebro	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11
Marzo 2016	18	Ribera Baja del Ebro	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	29
Marzo 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Españoles	ESPAÑA	Españoles	Españoles	Hombres	311
Marzo 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	45
Marzo 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8
Marzo 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	152
Marzo 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	449
Marzo 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	67
Marzo 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	18
Marzo 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	203
Marzo 2016	20	Comunidad de Calatayud	Españoles	ESPAÑA	Españoles	Españoles	Hombres	965
Marzo 2016	20	Comunidad de Calatayud	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	308
Marzo 2016	20	Comunidad de Calatayud	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5
Marzo 2016	20	Comunidad de Calatayud	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	87
Marzo 2016	20	Comunidad de Calatayud	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1083
Marzo 2016	20	Comunidad de Calatayud	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	289
Marzo 2016	20	Comunidad de Calatayud	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Marzo 2016	20	Comunidad de Calatayud	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	89
Marzo 2016	21	Campo de Cariñena	Españoles	ESPAÑA	Españoles	Españoles	Hombres	152
Marzo 2016	21	Campo de Cariñena	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	34
Marzo 2016	21	Campo de Cariñena	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Marzo 2016	21	Campo de Cariñena	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Marzo 2016	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	45
Marzo 2016	21	Campo de Cariñena	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	183
Marzo 2016	21	Campo de Cariñena	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	69
Marzo 2016	21	Campo de Cariñena	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	7
Marzo 2016	21	Campo de Cariñena	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	26
Marzo 2016	22	Campo de Belchite	Españoles	ESPAÑA	Españoles	Españoles	Hombres	85
Marzo 2016	22	Campo de Belchite	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Marzo 2016	22	Campo de Belchite	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	7
Marzo 2016	22	Campo de Belchite	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	79
Marzo 2016	22	Campo de Belchite	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10
Marzo 2016	22	Campo de Belchite	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	8
Marzo 2016	23	Bajo Martín	Españoles	ESPAÑA	Españoles	Españoles	Hombres	139
Marzo 2016	23	Bajo Martín	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6
Marzo 2016	23	Bajo Martín	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Marzo 2016	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	29
Marzo 2016	23	Bajo Martín	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	153
Marzo 2016	23	Bajo Martín	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	14
Marzo 2016	23	Bajo Martín	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2016	23	Bajo Martín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	12
Marzo 2016	24	Campo de Daroca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	67
Marzo 2016	24	Campo de Daroca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	9
Marzo 2016	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	7
Marzo 2016	24	Campo de Daroca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	73
Marzo 2016	24	Campo de Daroca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10
Marzo 2016	24	Campo de Daroca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2016	24	Campo de Daroca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	6
Marzo 2016	25	Jiloca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	204
Marzo 2016	25	Jiloca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	40
Marzo 2016	25	Jiloca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	11
Marzo 2016	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	58
Marzo 2016	25	Jiloca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	214
Marzo 2016	25	Jiloca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	29
Marzo 2016	25	Jiloca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2016	25	Jiloca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	39
Marzo 2016	26	Cuencas Mineras	Españoles	ESPAÑA	Españoles	Españoles	Hombres	194
Marzo 2016	26	Cuencas Mineras	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	7
Marzo 2016	26	Cuencas Mineras	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Marzo 2016	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	62
Marzo 2016	26	Cuencas Mineras	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	240
Marzo 2016	26	Cuencas Mineras	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	12
Marzo 2016	26	Cuencas Mineras	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2016	26	Cuencas Mineras	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	39
Marzo 2016	27	Andorra-Sierra de Arcos	Españoles	ESPAÑA	Españoles	Españoles	Hombres	285
Marzo 2016	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	20
Marzo 2016	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	15
Marzo 2016	27	Andorra-Sierra de Arcos	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	31
Marzo 2016	27	Andorra-Sierra de Arcos	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	275
Marzo 2016	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	24
Marzo 2016	27	Andorra-Sierra de Arcos	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11
Marzo 2016	27	Andorra-Sierra de Arcos	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	21
Marzo 2016	28	Bajo Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	655
Marzo 2016	28	Bajo Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	113
Marzo 2016	28	Bajo Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	10
Marzo 2016	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	157
Marzo 2016	28	Bajo Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	779
Marzo 2016	28	Bajo Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	179
Marzo 2016	28	Bajo Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	17
Marzo 2016	28	Bajo Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	145
Marzo 2016	29	Comunidad de Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1057
Marzo 2016	29	Comunidad de Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	99
Marzo 2016	29	Comunidad de Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	19
Marzo 2016	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	145
Marzo 2016	29	Comunidad de Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1340
Marzo 2016	29	Comunidad de Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	87
Marzo 2016	29	Comunidad de Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	12
Marzo 2016	29	Comunidad de Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2016	29	Comunidad de Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	148
Marzo 2016	30	Maestrazgo	Españoles	ESPAÑA	Españoles	Españoles	Hombres	57
Marzo 2016	30	Maestrazgo	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	10
Marzo 2016	30	Maestrazgo	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Marzo 2016	30	Maestrazgo	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Marzo 2016	30	Maestrazgo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8
Marzo 2016	30	Maestrazgo	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	55
Marzo 2016	30	Maestrazgo	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4
Marzo 2016	30	Maestrazgo	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3
Marzo 2016	30	Maestrazgo	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	8
Marzo 2016	31	Sierra de Albarracín	Españoles	ESPAÑA	Españoles	Españoles	Hombres	100
Marzo 2016	31	Sierra de Albarracín	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Marzo 2016	31	Sierra de Albarracín	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3
Marzo 2016	31	Sierra de Albarracín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	14
Marzo 2016	31	Sierra de Albarracín	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	83
Marzo 2016	31	Sierra de Albarracín	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Marzo 2016	31	Sierra de Albarracín	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2016	31	Sierra de Albarracín	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5
Marzo 2016	32	Gúdar-Javalambre	Españoles	ESPAÑA	Españoles	Españoles	Hombres	163
Marzo 2016	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	28
Marzo 2016	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	2
Marzo 2016	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Marzo 2016	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	46
Marzo 2016	32	Gúdar-Javalambre	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	174
Marzo 2016	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	21
Marzo 2016	32	Gúdar-Javalambre	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2
Marzo 2016	32	Gúdar-Javalambre	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	29
Marzo 2016	33	Matarraña / Matarranya	Españoles	ESPAÑA	Españoles	Españoles	Hombres	120
Marzo 2016	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	14
Marzo 2016	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1
Marzo 2016	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Marzo 2016	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	27
Marzo 2016	33	Matarraña / Matarranya	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	132
Marzo 2016	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	12
Marzo 2016	33	Matarraña / Matarranya	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1
Marzo 2016	33	Matarraña / Matarranya	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	18
Febrero 2016	01	La Jacetania	Españoles	ESPAÑA	Españoles	Españoles	Hombres	378
Febrero 2016	01	La Jacetania	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	18
Febrero 2016	01	La Jacetania	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8
Febrero 2016	01	La Jacetania	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	13
Febrero 2016	01	La Jacetania	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	434
Febrero 2016	01	La Jacetania	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	15
Febrero 2016	01	La Jacetania	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	6
Febrero 2016	01	La Jacetania	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	22
Febrero 2016	02	Alto Gállego	Españoles	ESPAÑA	Españoles	Españoles	Hombres	258
Febrero 2016	02	Alto Gállego	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	34
Febrero 2016	02	Alto Gállego	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	19
Febrero 2016	02	Alto Gállego	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	35
