Año	Municipio código	Municipio nombre	Tipo licencias código	Tipo licencias descripción	Autorizaciones según tipo
2016	50115	Fuentes de Ebro	VSPC-N	Transporte privado ambulancias nacional	0
2016	50115	Fuentes de Ebro	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50115	Fuentes de Ebro	VT-N	Licencias taxi	3
2016	50115	Fuentes de Ebro	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50115	Fuentes de Ebro	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50116	Fuentes de Jiloca	MDL-N	Transporte mercancías ligeras nacionales servicio público	1
2016	50116	Fuentes de Jiloca	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	1
2016	50116	Fuentes de Jiloca	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2016	50116	Fuentes de Jiloca	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2016	50116	Fuentes de Jiloca	MPC-N	Transporte mercancías propias nacional	1
2016	50116	Fuentes de Jiloca	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2016	50116	Fuentes de Jiloca	OT	Operador de transporte	0
2016	50116	Fuentes de Jiloca	VD	Transporte público viajeros en autobús	0
2016	50116	Fuentes de Jiloca	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50116	Fuentes de Jiloca	VPC-N	Transporte privado de viajeros nacional	0
2016	50116	Fuentes de Jiloca	VS-N	Ambulancias nacionales servicio público	0
2016	50116	Fuentes de Jiloca	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50116	Fuentes de Jiloca	VSPC-N	Transporte privado ambulancias nacional	0
2016	50116	Fuentes de Jiloca	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50116	Fuentes de Jiloca	VT-N	Licencias taxi	0
2016	50116	Fuentes de Jiloca	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50116	Fuentes de Jiloca	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50117	Gallocanta	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2016	50117	Gallocanta	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2016	50117	Gallocanta	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2016	50117	Gallocanta	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2016	50117	Gallocanta	MPC-N	Transporte mercancías propias nacional	0
2016	50117	Gallocanta	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2016	50117	Gallocanta	OT	Operador de transporte	0
2016	50117	Gallocanta	VD	Transporte público viajeros en autobús	0
2016	50117	Gallocanta	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50117	Gallocanta	VPC-N	Transporte privado de viajeros nacional	0
2016	50117	Gallocanta	VS-N	Ambulancias nacionales servicio público	0
2016	50117	Gallocanta	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50117	Gallocanta	VSPC-N	Transporte privado ambulancias nacional	0
2016	50117	Gallocanta	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50117	Gallocanta	VT-N	Licencias taxi	0
2016	50117	Gallocanta	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50117	Gallocanta	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50118	Gallur	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2016	50118	Gallur	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2016	50118	Gallur	MDP-N	Transporte mercancías pesadas nacionales servicio público	20
2016	50118	Gallur	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	10
2016	50118	Gallur	MPC-N	Transporte mercancías propias nacional	9
2016	50118	Gallur	MPCE-N	transporte mercancías propias nacional autorizado por empresa	7
2016	50118	Gallur	OT	Operador de transporte	1
2016	50118	Gallur	VD	Transporte público viajeros en autobús	0
2016	50118	Gallur	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50118	Gallur	VPC-N	Transporte privado de viajeros nacional	0
2016	50118	Gallur	VS-N	Ambulancias nacionales servicio público	0
2016	50118	Gallur	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50118	Gallur	VSPC-N	Transporte privado ambulancias nacional	0
2016	50118	Gallur	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50118	Gallur	VT-N	Licencias taxi	2
2016	50118	Gallur	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50118	Gallur	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50119	Gelsa	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2016	50119	Gelsa	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2016	50119	Gelsa	MDP-N	Transporte mercancías pesadas nacionales servicio público	4
2016	50119	Gelsa	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	1
2016	50119	Gelsa	MPC-N	Transporte mercancías propias nacional	2
2016	50119	Gelsa	MPCE-N	transporte mercancías propias nacional autorizado por empresa	2
2016	50119	Gelsa	OT	Operador de transporte	0
2016	50119	Gelsa	VD	Transporte público viajeros en autobús	0
2016	50119	Gelsa	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50119	Gelsa	VPC-N	Transporte privado de viajeros nacional	0
2016	50119	Gelsa	VS-N	Ambulancias nacionales servicio público	0
2016	50119	Gelsa	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50119	Gelsa	VSPC-N	Transporte privado ambulancias nacional	0
2016	50119	Gelsa	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50119	Gelsa	VT-N	Licencias taxi	1
2016	50119	Gelsa	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50119	Gelsa	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50120	Godojos	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2016	50120	Godojos	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2016	50120	Godojos	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2016	50120	Godojos	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2016	50120	Godojos	MPC-N	Transporte mercancías propias nacional	0
2016	50120	Godojos	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2016	50120	Godojos	OT	Operador de transporte	0
2016	50120	Godojos	VD	Transporte público viajeros en autobús	0
2016	50120	Godojos	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50120	Godojos	VPC-N	Transporte privado de viajeros nacional	0
2016	50120	Godojos	VS-N	Ambulancias nacionales servicio público	0
2016	50120	Godojos	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50120	Godojos	VSPC-N	Transporte privado ambulancias nacional	0
2016	50120	Godojos	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50120	Godojos	VT-N	Licencias taxi	0
2016	50120	Godojos	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50120	Godojos	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50121	Gotor	MDL-N	Transporte mercancías ligeras nacionales servicio público	1
2016	50121	Gotor	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	1
2016	50121	Gotor	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2016	50121	Gotor	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2016	50121	Gotor	MPC-N	Transporte mercancías propias nacional	1
2016	50121	Gotor	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2016	50121	Gotor	OT	Operador de transporte	0
2016	50121	Gotor	VD	Transporte público viajeros en autobús	0
2016	50121	Gotor	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50121	Gotor	VPC-N	Transporte privado de viajeros nacional	0
2016	50121	Gotor	VS-N	Ambulancias nacionales servicio público	0
2016	50121	Gotor	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50121	Gotor	VSPC-N	Transporte privado ambulancias nacional	0
2016	50121	Gotor	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50121	Gotor	VT-N	Licencias taxi	0
2016	50121	Gotor	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50121	Gotor	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50122	Grisel	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2016	50122	Grisel	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2016	50122	Grisel	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2016	50122	Grisel	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2016	50122	Grisel	MPC-N	Transporte mercancías propias nacional	0
2016	50122	Grisel	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2016	50122	Grisel	OT	Operador de transporte	0
2016	50122	Grisel	VD	Transporte público viajeros en autobús	0
2016	50122	Grisel	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50122	Grisel	VPC-N	Transporte privado de viajeros nacional	0
2016	50122	Grisel	VS-N	Ambulancias nacionales servicio público	0
2016	50122	Grisel	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50122	Grisel	VSPC-N	Transporte privado ambulancias nacional	0
2016	50122	Grisel	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50122	Grisel	VT-N	Licencias taxi	0
2016	50122	Grisel	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50122	Grisel	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50123	Grisén	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2016	50123	Grisén	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2016	50123	Grisén	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2016	50123	Grisén	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2016	50123	Grisén	MPC-N	Transporte mercancías propias nacional	0
2016	50123	Grisén	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2016	50123	Grisén	OT	Operador de transporte	0
2016	50123	Grisén	VD	Transporte público viajeros en autobús	0
2016	50123	Grisén	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50123	Grisén	VPC-N	Transporte privado de viajeros nacional	0
2016	50123	Grisén	VS-N	Ambulancias nacionales servicio público	0
2016	50123	Grisén	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50123	Grisén	VSPC-N	Transporte privado ambulancias nacional	0
2016	50123	Grisén	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50123	Grisén	VT-N	Licencias taxi	0
2016	50123	Grisén	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50123	Grisén	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50124	Herrera de los Navarros	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2016	50124	Herrera de los Navarros	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2016	50124	Herrera de los Navarros	MDP-N	Transporte mercancías pesadas nacionales servicio público	2
2016	50124	Herrera de los Navarros	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	1
2016	50124	Herrera de los Navarros	MPC-N	Transporte mercancías propias nacional	2
2016	50124	Herrera de los Navarros	MPCE-N	transporte mercancías propias nacional autorizado por empresa	1
2016	50124	Herrera de los Navarros	OT	Operador de transporte	0
2016	50124	Herrera de los Navarros	VD	Transporte público viajeros en autobús	0
2016	50124	Herrera de los Navarros	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50124	Herrera de los Navarros	VPC-N	Transporte privado de viajeros nacional	0
2016	50124	Herrera de los Navarros	VS-N	Ambulancias nacionales servicio público	0
2016	50124	Herrera de los Navarros	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50124	Herrera de los Navarros	VSPC-N	Transporte privado ambulancias nacional	0
2016	50124	Herrera de los Navarros	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50124	Herrera de los Navarros	VT-N	Licencias taxi	3
2016	50124	Herrera de los Navarros	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50124	Herrera de los Navarros	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50125	Ibdes	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2016	50125	Ibdes	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2016	50125	Ibdes	MDP-N	Transporte mercancías pesadas nacionales servicio público	2
2016	50125	Ibdes	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	1
2016	50125	Ibdes	MPC-N	Transporte mercancías propias nacional	3
2016	50125	Ibdes	MPCE-N	transporte mercancías propias nacional autorizado por empresa	2
2016	50125	Ibdes	OT	Operador de transporte	0
2016	50125	Ibdes	VD	Transporte público viajeros en autobús	0
2016	50125	Ibdes	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50125	Ibdes	VPC-N	Transporte privado de viajeros nacional	0
2016	50125	Ibdes	VS-N	Ambulancias nacionales servicio público	0
2016	50125	Ibdes	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50125	Ibdes	VSPC-N	Transporte privado ambulancias nacional	0
2016	50125	Ibdes	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50125	Ibdes	VT-N	Licencias taxi	2
2016	50125	Ibdes	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50125	Ibdes	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50126	Illueca	MDL-N	Transporte mercancías ligeras nacionales servicio público	3
2016	50126	Illueca	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	2
2016	50126	Illueca	MDP-N	Transporte mercancías pesadas nacionales servicio público	3
2016	50126	Illueca	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	2
2016	50126	Illueca	MPC-N	Transporte mercancías propias nacional	6
2016	50126	Illueca	MPCE-N	transporte mercancías propias nacional autorizado por empresa	5
2016	50126	Illueca	OT	Operador de transporte	0
2016	50126	Illueca	VD	Transporte público viajeros en autobús	0
2016	50126	Illueca	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50126	Illueca	VPC-N	Transporte privado de viajeros nacional	0
2016	50126	Illueca	VS-N	Ambulancias nacionales servicio público	0
2016	50126	Illueca	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50126	Illueca	VSPC-N	Transporte privado ambulancias nacional	0
2016	50126	Illueca	VSPCE-N	Transporte privado ambulancias nacional empresa	0
2016	50126	Illueca	VT-N	Licencias taxi	2
2016	50126	Illueca	VTC-N	Transporte de alquiler con conductor nacional	0
2016	50126	Illueca	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2016	50128	Isuerre	MDL-N	Transporte mercancías ligeras nacionales servicio público	0
2016	50128	Isuerre	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	0
2016	50128	Isuerre	MDP-N	Transporte mercancías pesadas nacionales servicio público	0
2016	50128	Isuerre	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	0
2016	50128	Isuerre	MPC-N	Transporte mercancías propias nacional	0
2016	50128	Isuerre	MPCE-N	transporte mercancías propias nacional autorizado por empresa	0
2016	50128	Isuerre	OT	Operador de transporte	0
2016	50128	Isuerre	VD	Transporte público viajeros en autobús	0
2016	50128	Isuerre	VD-N	Transporte de viajeros nacionales servicio público	0
2016	50128	Isuerre	VPC-N	Transporte privado de viajeros nacional	0
2016	50128	Isuerre	VS-N	Ambulancias nacionales servicio público	0
2016	50128	Isuerre	VSE-N	Transporte público ambulancias nacional empresa	0
2016	50128	Isuerre	VSPC-N	Transporte privado ambulancias nacional	0
2016	50128	Isuerre	VSPCE-N	Transporte privado ambulancias nacional empresa	0
